ticker,name,country,exchange,type,source,yahoo_symbol
NYILOKLA,Nykredit Invest Lange Obligatio,Denmark,OMXC,Common Stock,Twelve Data,NYILOKLA
OKEAC,Det Østasiatiske Kompagni A/S,Denmark,OMXC,Common Stock,Twelve Data,OKEAC
ORSTED,Ørsted A/S,Denmark,OMXC,Common Stock,Twelve Data,ORSTED
PAAL.B,Per Aarsleff Holding A/S,Denmark,OMXC,Common Stock,Twelve Data,PAAL.B
PARKEN,Parken Sport & Entertainment A/S,Denmark,OMXC,Common Stock,Twelve Data,PARKEN
PARKST.A,Park Street A/S,Denmark,OMXC,Common Stock,Twelve Data,PARKST.A
PEG,Pharma Equity Group A/S,Denmark,OMXC,Common Stock,Twelve Data,PEG
PFIBAA,PFA Invest Balance A,Denmark,OMXC,Common Stock,Twelve Data,PFIBAA
PFIBAB,PFA Invest Balance B,Denmark,OMXC,Common Stock,Twelve Data,PFIBAB
PFIBAC,PFA Invest Balance C,Denmark,OMXC,Common Stock,Twelve Data,PFIBAC
PFIDKA,PFA Invest Danske Aktier,Denmark,OMXC,Common Stock,Twelve Data,PFIDKA
PFIGLA,PFA Invest Globale Aktier,Denmark,OMXC,Common Stock,Twelve Data,PFIGLA
PFINV,Papirfabrikken Invest A/S,Denmark,OMXC,Common Stock,Twelve Data,PFINV
PMIGAF,PortfolioMan P&P Glo Akt Future,Denmark,OMXC,Common Stock,Twelve Data,PMIGAF
PMIH3IAKK,PortfolioMan Horizon3 Innovat A,Denmark,OMXC,Common Stock,Twelve Data,PMIH3IAKK
PMIKGA,PortfolioManager ANNOX Kvant Gl,Denmark,OMXC,Common Stock,Twelve Data,PMIKGA
PMINDIAKK,PortfolioMan NewDeal Invest Akk,Denmark,OMXC,Common Stock,Twelve Data,PMINDIAKK
PMITECHWAVE,"PortfolioMan techwave, kl n",Denmark,OMXC,Common Stock,Twelve Data,PMITECHWAVE
PNDORA,Pandora A/S,Denmark,OMXC,Common Stock,Twelve Data,PNDORA
PRIMOF,Prime Office A/S,Denmark,OMXC,Common Stock,Twelve Data,PRIMOF
QINTER,Q-Interline A/S,Denmark,OMXC,Common Stock,Twelve Data,QINTER
RBLN.B,Roblon A/S,Denmark,OMXC,Common Stock,Twelve Data,RBLN.B
RBREW,Royal Unibrew A/S,Denmark,OMXC,Common Stock,Twelve Data,RBREW
RIAS.B,RIAS A/S,Denmark,OMXC,Common Stock,Twelve Data,RIAS.B
RILBA,Ringkjøbing Landbobank A/S,Denmark,OMXC,Common Stock,Twelve Data,RILBA
RISK,Risk Intelligence A/S,Denmark,OMXC,Common Stock,Twelve Data,RISK
ROCK.A,Rockwool International A/S,Denmark,OMXC,Common Stock,Twelve Data,ROCK.A
ROCK.B,Rockwool International A/S,Denmark,OMXC,Common Stock,Twelve Data,ROCK.B
ROV,Rovsing A/S,Denmark,OMXC,Common Stock,Twelve Data,ROV
RTX,RTX A/S,Denmark,OMXC,Common Stock,Twelve Data,RTX
SAMPO.DKK,Sampo Plc A,Denmark,OMXC,Common Stock,Twelve Data,SAMPO.DKK
SCHO,Aktieselskabet Schouw & Co.,Denmark,OMXC,Common Stock,Twelve Data,SCHO
SEIDAAP,SEBinvest - Danske Aktier Akkumulerende AKL,Denmark,OMXC,Common Stock,Twelve Data,SEIDAAP
SHAPE,Shape Robotics A/S,Denmark,OMXC,Common Stock,Twelve Data,SHAPE
SIG,Scandinavian Investment Group AS,Denmark,OMXC,Common Stock,Twelve Data,SIG
SKAKO,SKAKO A/S,Denmark,OMXC,Common Stock,Twelve Data,SKAKO
SKJE,Skjern Bank A/S,Denmark,OMXC,Common Stock,Twelve Data,SKJE
SMSMED,Scandinavian Medical Solutions ApS,Denmark,OMXC,Common Stock,Twelve Data,SMSMED
SOLAR.B,Solar A/S,Denmark,OMXC,Common Stock,Twelve Data,SOLAR.B
SPG,SP Group A/S,Denmark,OMXC,Common Stock,Twelve Data,SPG
SPIAVA,Sparinvest Ansvarlige Value Akt,Denmark,OMXC,Common Stock,Twelve Data,SPIAVA
SPIDJWKL,SPARINVEST Index - Dow Sustainability World,Denmark,OMXC,Common Stock,Twelve Data,SPIDJWKL
